term,int_rate,installment,home_ownership,annual_inc,verification_status,loan_status,purpose,dti,earliest_cr_line,pub_rec,revol_bal,revol_util,total_acc,mort_acc
0,21.0,941.88,3,63000.0,2,1,2,26.67,2000,0,16280.0,76.4,41.0,0.0
0,16.29,420.96,3,55000.0,1,0,7,35.44,1999,0,17719.0,51.8,43.0,0.0
0,8.9,190.52,2,50000.0,1,1,2,16.85,2001,0,14714.0,52.1,28.0,1.8139908160844136
1,16.29,665.65,0,62000.0,1,1,4,4.63,1984,1,9935.0,40.4,25.0,3.0
0,12.35,548.3,3,36500.0,0,1,2,15.59,1991,0,16839.0,90.0,24.0,1.0
0,19.05,550.22,2,48000.0,2,0,2,21.85,1997,0,18785.0,69.6,15.0,0.0
0,10.64,488.53,0,100000.0,1,1,2,15.47,2001,1,8018.0,61.2,29.0,3.0
0,12.12,665.44,0,107000.0,2,1,2,27.72,1999,0,43249.0,64.2,44.0,1.0
0,17.77,234.25,3,65000.0,0,1,2,15.37,2004,0,4292.0,56.5,16.0,0.0
0,13.99,533.1,2,60000.0,1,1,2,27.9,2001,0,14063.0,33.4,43.0,5.0
0,11.47,329.62,3,45000.0,2,1,1,7.09,2004,0,8012.0,79.3,12.0,0.0
0,14.65,974.47,3,118000.0,1,0,2,26.73,2001,1,15860.0,66.1,37.0,1.0
0,16.99,472.34,3,58000.0,0,0,2,3.74,2006,0,9330.0,42.2,19.0,0.0
0,12.69,167.73,0,49000.0,2,1,2,17.76,2002,1,3488.0,31.0,31.0,1.0
1,10.99,417.36,0,108000.0,1,1,4,6.71,1997,1,13033.0,54.5,52.0,4.0
0,7.69,311.94,3,41000.0,0,1,2,19.14,1999,0,18870.0,42.6,24.0,0.0
0,15.61,349.65,0,120000.0,0,0,2,17.8,2001,0,23090.0,78.8,43.0,1.0
0,8.67,569.64,0,92440.0,2,1,1,16.35,2009,0,13263.0,37.9,18.0,0.0
0,8.39,677.61,0,77000.0,2,1,1,23.36,2001,0,25429.0,29.0,47.0,5.0
0,5.32,180.69,0,41175.0,2,1,2,4.14,2001,0,5419.0,36.6,25.0,6.0
0,9.17,207.22,3,52000.0,2,1,1,19.72,2007,0,7452.0,56.9,33.0,0.0
0,18.25,462.55,3,58000.0,0,1,9,18.77,2001,0,10150.0,88.3,17.0,1.8139908160844136
0,5.32,337.29,0,55000.0,0,1,2,6.09,1998,0,8316.0,25.4,17.0,4.0
0,10.16,203.76,3,27000.0,0,1,2,21.16,2007,0,998.0,8.2,18.0,0.0
1,16.29,391.56,0,66000.0,2,0,11,28.53,1994,0,39632.0,92.4,22.0,1.8139908160844136
1,12.69,542.28,0,86000.0,1,0,1,27.91,1996,0,20745.0,97.4,38.0,1.0
1,15.31,263.49,0,82500.0,0,1,4,9.13,2006,0,3952.0,57.3,10.0,1.0
1,15.8,573.22,3,130000.0,1,1,1,19.73,2000,0,29848.0,55.4,28.0,0.0
0,6.99,370.48,0,50000.0,0,1,1,16.27,1994,0,12395.0,25.5,26.0,2.0
0,17.77,216.23,0,23205.0,2,1,2,18.51,2004,0,10913.0,79.7,17.0,1.0
1,19.19,405.01,2,34407.0,1,1,2,34.39,1996,1,3995.0,48.1,7.0,1.0
0,14.09,444.88,0,65500.0,0,1,2,16.27,1991,0,17276.0,76.1,14.0,2.0
0,11.55,231.0,0,160000.0,1,1,2,3.34,1986,0,6338.0,83.4,15.0,2.0
1,12.12,649.08,0,65000.0,2,1,2,16.47,1989,0,32939.0,29.0,53.0,8.0
1,16.99,453.47,3,47000.0,2,1,2,23.8,2007,0,10548.0,62.4,13.0,0.0
0,17.27,474.19,0,61000.0,2,0,2,21.7,1998,0,18111.0,54.7,33.0,1.0
0,6.49,643.54,3,140000.0,0,1,2,13.65,1999,0,36308.0,50.4,39.0,0.0
0,11.55,264.0,2,42000.0,2,1,1,31.68,2004,0,21781.0,38.4,25.0,1.0
0,6.89,462.41,0,196000.0,0,1,2,6.2,2001,0,19554.0,18.5,38.0,4.0
0,8.18,329.91,3,35000.0,0,1,1,26.06,2008,0,4240.0,42.8,24.0,0.0
0,9.17,223.16,0,67610.0,1,1,7,9.19,1982,1,8178.0,77.9,33.0,1.0
0,13.99,410.08,2,65000.0,1,1,0,17.95,2002,0,10444.0,36.6,27.0,1.0
0,13.67,340.18,3,45000.0,2,1,2,29.6,2003,0,7512.0,87.3,23.0,0.0
0,15.8,311.15,3,35000.0,2,1,11,18.79,2008,0,3165.0,16.6,13.0,0.0
0,8.18,314.2,0,55000.0,1,1,1,15.86,2006,0,11388.0,64.7,15.0,0.0
0,18.99,422.41,3,40000.0,1,1,2,8.01,1996,0,9488.0,65.4,14.0,2.0
0,9.75,932.35,0,160000.0,0,0,2,5.76,1987,0,15075.0,42.9,14.0,0.0
0,11.14,590.5,0,85000.0,0,1,1,16.93,2000,1,10984.0,68.6,16.0,1.0
0,17.77,324.34,3,45000.0,1,1,2,14.91,1988,0,8255.0,18.4,25.0,2.0
0,16.99,534.72,3,75000.0,1,1,2,23.12,1990,0,4832.0,77.9,23.0,3.0
0,18.25,522.41,3,85000.0,0,1,7,6.44,2001,0,14755.0,46.7,25.0,5.0
0,10.99,458.28,0,59000.0,2,1,2,19.1,1994,0,8358.0,27.2,32.0,2.0
0,12.49,167.25,0,40000.0,1,1,2,22.76,1981,1,16993.0,66.9,23.0,2.0
1,25.89,689.38,2,46300.0,1,0,2,25.56,2001,1,14323.0,43.7,20.0,3.0
0,8.39,226.92,3,82000.0,1,1,2,13.07,1994,0,12438.0,77.7,18.0,1.0
0,11.99,332.1,0,50000.0,2,1,2,23.79,2000,1,10427.0,59.2,25.0,2.0
1,9.17,500.19,3,52000.0,1,1,1,30.35,1999,0,23070.0,71.0,33.0,0.0
1,19.52,357.35,3,98000.0,1,1,2,9.93,2011,0,4170.0,70.7,7.0,0.0
0,6.76,107.7,0,52000.0,0,1,3,14.54,2000,0,1498.0,2.7,34.0,1.8139908160844136
0,19.99,74.32,3,26000.0,0,1,9,28.49,2006,0,11761.0,84.6,16.0,0.0
0,16.99,477.68,3,32000.0,2,1,2,25.84,1995,0,19182.0,99.4,26.0,0.0
1,23.28,474.89,3,37717.2,2,1,6,32.03,2004,0,14838.0,74.2,12.0,0.0
0,9.99,258.1,0,75000.0,1,1,2,11.98,2004,1,7068.0,67.3,19.0,1.0
1,10.64,603.78,0,85000.0,1,1,1,25.89,2002,0,9204.0,42.4,24.0,3.0
0,18.24,658.36,3,41452.0,2,1,6,4.95,1998,0,9337.0,58.0,13.0,0.0
0,5.32,197.26,2,22000.0,0,1,1,16.97,2001,0,6552.0,33.4,13.0,1.0
1,15.61,578.68,3,75000.0,1,1,2,25.41,2002,0,17275.0,88.6,24.0,1.0
0,12.99,252.67,3,60000.0,0,0,2,17.56,1988,1,9157.0,65.0,42.0,15.0
0,11.55,118.8,0,42000.0,0,1,2,16.74,2002,1,4931.0,54.2,18.0,1.0
0,13.98,341.68,3,50000.0,2,1,1,33.46,2002,0,25687.0,55.0,28.0,0.0
0,11.53,659.81,0,110000.0,1,1,1,26.4,2002,0,34185.0,50.1,29.0,2.0
0,8.18,282.78,3,35000.0,0,1,2,28.02,2000,0,7935.0,47.2,30.0,0.0
0,15.61,195.81,0,34000.0,1,1,1,34.2,2003,0,4232.0,38.1,32.0,0.0
1,18.75,588.32,0,130000.0,2,1,2,30.22,1997,0,30899.0,69.2,21.0,3.0
0,7.29,372.12,0,61000.0,1,1,1,5.08,2004,0,12653.0,48.9,14.0,1.8139908160844136
0,9.67,674.37,0,175000.0,1,1,1,17.0,2000,0,48671.0,59.1,41.0,3.0
0,18.92,183.08,0,67500.0,2,1,2,33.49,1997,1,20408.0,78.2,34.0,5.0
0,15.41,271.09,3,66000.0,1,1,2,10.87,2006,1,4563.0,38.0,11.0,0.0
1,7.89,202.24,2,55000.0,1,1,4,2.52,1998,0,2611.0,3.6,53.0,2.0
0,15.31,974.89,3,140000.0,2,1,2,13.43,1994,0,8939.0,54.8,36.0,7.0
0,13.49,407.17,3,92000.0,1,1,2,22.67,1992,0,21307.0,75.0,29.0,1.8139908160844136
0,7.14,309.4,0,38400.0,0,1,4,10.97,1998,0,1589.0,11.1,18.0,1.8139908160844136
0,16.99,483.03,3,40000.0,0,1,2,13.05,2006,0,4940.0,32.7,15.0,0.0
0,13.99,492.09,3,47000.0,1,0,2,30.67,2007,0,4691.0,45.1,26.0,0.0
0,12.99,254.36,3,20000.0,2,1,1,16.81,2003,0,8887.0,68.4,5.0,0.0
0,11.14,590.5,0,106000.0,0,1,1,12.92,1997,0,11188.0,58.0,17.0,1.0
0,14.99,376.07,2,40000.0,1,1,2,17.19,1999,0,6015.0,30.8,20.0,0.0
0,11.99,936.51,3,63000.0,2,1,1,18.38,1996,0,29613.0,79.0,17.0,0.0
0,7.62,249.3,0,183500.0,0,1,6,6.31,1990,0,21519.0,59.1,35.0,5.0
0,8.19,314.25,0,60000.0,0,1,6,15.3,2000,0,6136.0,33.5,34.0,3.0
1,21.98,579.76,3,50000.0,2,0,2,10.39,1982,0,3185.0,77.7,23.0,0.0
0,6.03,304.36,0,40000.0,1,1,2,16.02,1997,0,12293.0,60.6,15.0,0.0
0,21.6,94.96,0,70000.0,2,1,9,20.54,1996,0,1476.0,86.8,24.0,1.0
0,6.99,339.6,3,105000.0,0,1,1,12.64,2003,0,4763.0,86.6,22.0,0.0
0,12.49,110.39,2,21200.0,0,1,2,32.96,1998,1,2710.0,15.3,35.0,0.0
1,25.78,582.05,0,53000.0,1,1,2,32.04,1985,0,26442.0,43.1,33.0,1.0
0,14.33,439.53,0,55000.0,0,1,1,16.79,2002,0,19704.0,57.6,18.0,1.0
0,7.69,598.92,0,120000.0,1,1,2,11.51,1986,0,15957.0,68.8,25.0,2.0
0,11.14,262.45,3,34000.0,0,1,1,25.02,1996,0,16922.0,72.3,22.0,0.0
0,7.26,247.97,2,62000.0,1,1,1,17.65,1994,0,5972.0,67.9,9.0,0.0
1,16.78,800.16,0,73000.0,2,0,4,1.91,1997,0,4224.0,15.6,19.0,2.0
1,12.99,682.44,0,80000.0,1,1,4,19.2,2000,0,29603.0,68.5,18.0,2.0
1,13.67,415.76,0,195000.0,2,1,1,14.21,1988,0,30919.0,97.5,29.0,6.0
0,12.12,598.89,2,86400.0,0,1,1,20.78,2002,0,15548.0,62.2,31.0,0.0
0,11.99,318.82,0,35000.0,2,0,4,16.19,2003,0,2812.0,39.0,16.0,1.0
1,16.49,294.96,3,73000.0,1,0,2,14.68,2005,0,13612.0,75.2,14.0,0.0
1,18.25,580.8,3,78000.0,2,1,2,32.32,1992,0,52115.0,63.2,64.0,4.0
0,11.14,426.47,3,49000.0,0,0,9,32.6,2007,0,5180.0,50.3,16.0,0.0
0,18.25,254.86,0,77800.0,1,1,0,1.79,2005,0,4678.0,65.0,10.0,2.0
1,13.66,230.93,3,62000.0,2,0,2,9.25,2006,0,5515.0,95.1,7.0,0.0
0,7.89,750.86,0,85000.0,0,1,2,18.36,2005,0,5967.0,11.2,31.0,3.0
0,14.49,137.67,3,60000.0,0,0,9,30.45,1978,0,32355.0,41.8,31.0,0.0
1,12.69,225.95,3,53000.0,1,1,2,22.53,1990,1,11141.0,66.3,25.0,4.0
0,6.03,486.97,3,153000.0,0,1,2,9.2,1992,0,13690.0,12.0,37.0,5.0
1,13.99,302.42,3,55000.0,2,1,2,27.6,2006,0,120.0,1.0,25.0,0.0
1,19.72,526.77,0,115000.0,1,1,2,18.08,1999,0,12267.0,44.9,39.0,8.0
0,11.47,824.05,0,60000.0,0,0,2,17.04,2002,0,11525.0,45.7,22.0,1.0
1,9.75,591.48,0,85000.0,0,1,2,18.03,2001,0,41111.0,55.9,25.0,3.0
0,8.9,254.03,3,52000.0,1,1,2,17.06,2001,0,12474.0,83.7,15.0,0.0
0,6.62,260.99,0,50000.0,0,1,2,17.92,1977,0,7308.0,24.3,33.0,3.0
0,14.11,239.61,3,230000.0,1,0,1,7.57,1998,1,5086.0,57.8,27.0,1.8139908160844136
0,12.29,333.53,3,85000.0,1,1,2,9.67,2005,1,5971.0,76.6,21.0,0.0
1,16.59,366.42,0,56000.0,1,1,2,26.68,1999,0,27848.0,62.6,31.0,3.0
0,9.16,286.87,0,55000.0,1,1,1,16.43,2005,1,7583.0,84.3,10.0,1.0
0,19.52,258.44,3,42000.0,0,0,2,27.46,2001,0,0.0,0.0,15.0,2.0
1,25.8,164.03,3,25000.0,2,0,2,20.98,2007,0,5450.0,47.0,20.0,0.0
0,6.89,154.14,3,60000.0,1,1,1,3.52,1999,0,3451.0,13.5,7.0,0.0
1,14.65,453.25,0,92000.0,0,0,2,29.98,2002,0,33293.0,72.2,37.0,6.0
0,10.78,652.7,0,90000.0,2,1,2,13.69,1997,1,3227.0,17.6,22.0,0.0
0,6.03,365.23,0,75000.0,1,1,2,12.67,1990,0,14547.0,30.4,20.0,1.0
0,15.61,874.12,3,95300.0,2,0,2,30.99,1993,0,11429.0,64.9,36.0,0.0
0,16.55,265.72,0,73000.0,0,1,6,28.51,1997,0,8753.0,86.7,31.0,3.0
0,6.03,191.75,0,75000.0,2,1,4,4.22,2001,0,648.0,6.5,12.0,1.0
0,15.31,423.91,0,70000.0,2,1,2,23.75,1993,0,28230.0,50.5,50.0,5.0
0,19.05,874.85,3,54000.0,2,0,2,25.62,2007,0,6316.0,62.5,11.0,0.0
0,9.32,191.69,0,67000.0,0,1,1,19.45,1988,0,42518.0,68.9,32.0,1.8139908160844136
1,17.58,342.26,0,81060.0,0,1,9,8.1,1996,0,6720.0,42.5,15.0,1.8139908160844136
0,15.22,417.28,2,38000.0,2,1,1,7.48,1998,1,12208.0,65.3,26.0,0.0
0,11.53,131.97,3,70000.0,1,1,0,8.57,2005,0,2790.0,25.4,8.0,0.0
0,12.99,247.62,0,68135.0,2,1,2,30.15,2003,0,37622.0,43.6,22.0,2.0
1,18.25,306.36,3,70465.0,2,1,9,23.63,1999,0,12361.0,50.2,21.0,0.0
0,14.33,420.65,3,41000.0,0,1,2,17.0,2000,0,9451.0,38.7,24.0,6.0
1,16.29,244.73,0,50000.0,1,0,2,30.44,1976,0,10892.0,55.0,21.0,2.0
0,10.64,346.05,2,32200.0,2,1,2,27.99,1986,0,21450.0,56.6,14.0,0.0
0,5.32,301.15,0,73861.0,0,1,2,16.19,1999,0,9384.0,14.7,42.0,6.0
0,11.53,263.93,0,19000.0,2,1,2,29.82,2001,0,16777.0,54.3,16.0,3.0
1,20.49,351.33,2,36600.0,1,1,2,24.49,2003,0,17332.0,82.9,23.0,0.0
0,10.99,196.41,0,50000.0,1,1,2,22.66,1992,0,3710.0,36.4,37.0,2.0
0,8.9,381.04,0,65000.0,2,1,2,14.4,2003,0,13084.0,36.8,21.0,2.0
0,10.49,812.45,0,108000.0,2,1,1,30.42,1986,0,40049.0,80.9,33.0,6.0
0,8.9,793.84,0,200000.0,2,0,2,8.23,1996,0,28854.0,43.7,42.0,5.0
0,10.16,201.34,3,43000.0,0,1,2,21.24,2006,0,4614.0,32.7,30.0,0.0
0,14.33,429.23,0,100000.0,1,1,1,4.19,1996,0,4597.0,43.8,24.0,3.0
1,15.59,291.02,0,36000.0,1,1,2,15.63,1995,1,4279.0,77.8,31.0,3.0
0,18.25,188.65,3,25000.0,1,0,6,9.31,2001,0,6470.0,76.1,4.0,0.0
0,13.98,170.84,0,45000.0,2,1,2,15.52,2007,0,13912.0,70.3,11.0,1.0
0,13.33,169.27,3,16000.0,1,1,2,10.43,1997,0,2277.0,99.0,36.0,0.0
0,17.56,898.31,0,204000.0,1,1,2,20.79,1998,0,53179.0,74.1,38.0,1.0
1,12.59,733.8,3,88000.0,1,0,2,8.96,1996,0,2904.0,11.7,21.0,0.0
0,12.79,604.68,3,112000.0,1,1,2,15.31,2005,0,20601.0,74.4,51.0,0.0
0,9.17,210.41,0,73000.0,0,1,2,14.45,2003,0,2672.0,17.4,32.0,1.0
0,11.53,115.47,3,40000.0,0,0,2,17.07,2002,0,6657.0,99.4,13.0,0.0
0,16.99,166.66,3,32000.0,0,0,9,11.85,2004,0,1175.0,56.0,21.0,0.0
0,16.29,882.51,3,300000.0,1,1,1,5.0,2002,0,24703.0,82.0,24.0,0.0
0,10.64,472.25,0,75000.0,2,1,4,8.13,1999,0,5720.0,45.8,29.0,0.0
0,14.33,123.62,0,37000.0,0,1,2,26.11,2004,0,7716.0,41.7,29.0,4.0
0,7.9,150.2,0,80000.0,0,1,1,19.05,1995,0,5265.0,21.8,19.0,0.0
1,14.09,475.05,0,65000.0,1,1,2,22.67,1985,0,20980.0,28.4,40.0,6.0
1,24.08,288.15,3,75000.0,1,1,2,12.93,2005,0,2127.0,64.5,24.0,0.0
0,11.67,661.14,0,80000.0,1,0,1,6.18,2006,0,6738.0,73.2,14.0,2.0
0,8.9,635.07,0,110000.0,1,1,2,12.44,1998,0,40350.0,70.4,40.0,6.0
0,15.8,210.36,3,45000.0,0,1,2,8.79,1997,0,3433.0,36.5,17.0,0.0
0,12.42,133.67,3,23400.0,0,1,2,14.26,2003,0,3845.0,96.1,13.0,1.8139908160844136
1,15.58,512.03,0,65000.0,2,1,1,19.86,2000,0,13909.0,57.7,19.0,1.8139908160844136
0,14.99,279.89,3,19500.0,2,1,1,11.88,1999,0,4843.0,37.0,22.0,0.0
0,8.18,377.04,3,110000.0,1,1,1,26.35,2001,0,22370.0,58.3,36.0,0.0
0,7.49,933.05,0,75000.0,1,1,1,13.82,1994,0,30659.0,24.7,26.0,2.0
0,10.62,520.96,0,70000.0,0,1,2,14.76,1998,0,32147.0,51.3,28.0,1.8139908160844136
1,23.7,521.85,3,41600.0,2,0,2,28.77,2000,0,6279.0,84.9,21.0,0.0
0,15.1,611.84,3,90000.0,2,1,2,14.97,1968,0,20070.0,66.2,25.0,0.0
1,22.06,381.62,3,48000.0,1,1,9,21.45,2007,0,8499.0,72.0,6.0,1.8139908160844136
0,6.03,109.57,0,67680.0,0,1,0,2.84,1990,0,8353.0,13.3,44.0,6.0
0,6.03,302.84,0,43000.0,2,1,2,29.13,1989,0,12651.0,30.6,28.0,3.0
0,13.11,303.73,3,42000.0,0,1,1,10.34,2007,0,9934.0,31.1,15.0,0.0
0,18.25,272.09,3,70000.0,2,1,2,25.54,2004,0,3724.0,93.1,23.0,0.0
0,9.99,209.71,2,56000.0,1,1,1,10.76,2004,1,4851.0,38.5,16.0,0.0
0,13.67,265.34,3,43000.0,0,0,2,19.31,2002,0,12183.0,58.3,27.0,0.0
1,9.17,325.12,0,70000.0,0,1,2,9.36,2008,0,4914.0,43.1,13.0,1.0
0,14.65,810.62,3,68024.0,0,1,2,7.78,1996,0,4071.0,24.1,40.0,0.0
0,15.61,244.76,3,98000.0,0,1,2,11.65,2006,0,13556.0,67.8,15.0,0.0
0,12.35,300.44,3,50000.0,0,1,2,18.91,2003,0,10712.0,78.8,16.0,2.0
0,12.29,200.12,3,25200.0,1,1,2,5.86,2010,0,3988.0,99.7,5.0,0.0
0,13.11,283.48,0,60500.0,0,1,9,1.8,1997,0,2861.0,18.3,42.0,1.0
1,13.99,523.42,3,65000.0,2,1,2,28.9,2004,0,8097.0,27.6,33.0,0.0
0,10.16,485.14,0,80000.0,2,1,2,23.23,2005,0,11048.0,47.6,22.0,0.0
0,15.31,417.81,3,58000.0,1,0,2,29.38,1996,0,21550.0,44.2,35.0,1.0
1,21.99,497.04,3,69000.0,0,1,11,3.95,2011,0,7736.0,30.8,7.0,0.0
1,12.69,361.52,3,70000.0,0,1,6,26.19,2000,0,6591.0,11.6,16.0,1.8139908160844136
0,8.9,317.54,2,45000.0,1,1,4,3.23,1992,0,4357.0,28.7,11.0,2.0
0,7.62,872.52,0,207000.0,2,1,2,12.32,1991,0,64014.0,36.2,32.0,7.0
0,11.71,119.08,2,20988.0,2,1,4,13.95,2007,0,1409.0,12.1,9.0,1.8139908160844136
1,13.99,465.27,3,70000.0,2,1,2,19.45,2000,0,14503.0,41.0,36.0,2.0
0,10.99,314.25,3,26000.0,1,1,0,17.22,1983,0,6578.0,28.2,33.0,2.0
0,16.99,447.38,0,52171.2,2,1,2,15.07,2003,0,22893.0,88.0,17.0,10.0
0,20.49,575.24,0,60000.0,1,1,2,9.58,1999,0,17245.0,61.8,25.0,2.0
0,13.33,169.27,3,32510.0,0,1,2,26.02,2008,0,13700.0,78.7,8.0,0.0
0,17.57,395.31,0,80000.0,0,1,9,29.33,1996,1,37699.0,86.0,47.0,3.0
0,11.14,328.06,3,85000.0,2,1,2,24.98,1995,0,29699.0,73.0,10.0,0.0
1,19.05,519.37,3,65000.0,2,1,2,25.61,2000,0,13938.0,60.1,27.0,3.0
0,13.49,373.24,3,29472.0,1,1,1,12.91,1998,0,7721.0,99.0,16.0,1.8139908160844136
0,10.25,453.39,3,60000.0,0,1,2,18.24,2000,0,7555.0,50.4,14.0,1.8139908160844136
0,12.35,367.2,3,100000.0,0,0,2,3.79,2006,0,11701.0,50.9,13.0,0.0
0,12.12,332.72,3,55000.0,0,1,1,8.66,1999,0,11909.0,89.5,8.0,0.0
0,8.9,647.77,3,80000.0,2,1,2,14.42,2000,0,15264.0,84.8,24.0,4.0
0,7.69,311.94,3,24000.0,0,1,1,13.39,2006,0,9614.0,38.3,7.0,0.0
0,11.14,164.03,0,63000.0,0,1,4,18.34,2000,1,4707.0,42.4,34.0,1.0
0,7.62,521.96,0,105000.0,2,1,2,26.48,1988,0,63056.0,76.5,37.0,4.0
1,13.99,279.16,0,66000.0,1,0,2,19.6,2011,0,4629.0,39.6,12.0,1.0
1,18.99,778.06,0,78000.0,2,1,2,33.06,1991,0,31251.0,79.3,25.0,1.0
0,6.49,809.02,3,130000.0,0,1,2,11.78,1993,0,5479.0,14.4,20.0,0.0
0,8.9,476.3,3,43700.0,1,0,2,28.37,1999,1,13089.0,42.0,40.0,0.0
0,15.22,973.65,0,110000.0,2,1,1,21.96,1999,0,26938.0,69.6,40.0,1.0
0,15.27,347.98,3,55250.0,0,1,1,14.96,1999,0,5839.0,83.4,21.0,1.8139908160844136
0,17.57,614.53,3,43000.0,0,0,2,11.61,1996,0,13269.0,24.8,15.0,0.0
0,9.17,478.19,0,38000.0,0,1,2,21.52,2002,0,7154.0,76.1,14.0,1.0
0,10.16,599.96,0,42000.0,2,1,2,15.36,2002,0,9613.0,17.2,36.0,1.0
0,6.89,246.62,0,125000.0,1,1,4,10.21,1988,0,6468.0,11.7,34.0,7.0
0,10.99,818.35,3,95000.0,0,0,2,6.58,2003,0,23719.0,31.7,30.0,0.0
0,13.35,237.04,0,75000.0,0,1,2,23.81,1990,0,26057.0,55.2,45.0,3.0
1,21.49,767.97,2,80000.0,2,1,2,27.42,2000,0,19499.0,76.2,31.0,0.0
0,15.7,343.11,0,54442.0,0,1,2,11.84,2000,0,12969.0,69.4,14.0,1.8139908160844136
0,12.12,532.35,3,82680.0,0,1,2,21.36,1996,0,16907.0,87.1,30.0,0.0
0,11.99,619.36,0,95000.0,0,1,2,19.12,1988,0,48773.0,58.2,24.0,0.0
0,14.47,258.05,3,34000.0,0,0,2,13.31,2007,0,6661.0,62.8,19.0,0.0
0,8.9,247.68,3,50000.0,0,1,1,22.8,2005,0,12604.0,47.2,31.0,1.8139908160844136
0,14.33,206.03,0,100000.0,2,1,1,6.71,1997,0,17231.0,74.9,34.0,1.0
1,18.55,385.41,0,89000.0,1,0,2,16.59,2002,0,35447.0,47.9,33.0,4.0
1,18.55,308.33,3,55000.0,1,0,1,24.35,2000,1,10652.0,30.9,47.0,0.0
0,21.18,922.48,3,85000.0,1,1,2,22.14,1993,0,24234.0,95.4,17.0,0.0
0,8.19,377.09,3,60000.0,1,1,2,22.46,1991,1,5610.0,28.3,42.0,1.0
0,11.47,329.62,0,80000.0,1,1,2,16.92,2000,1,6288.0,74.0,28.0,1.0
0,10.15,776.11,3,117000.0,1,1,2,7.74,2000,0,18503.0,45.2,28.0,3.0
0,11.14,243.58,0,83000.0,0,1,1,7.75,1999,1,5818.0,66.9,17.0,1.0
0,16.99,285.19,3,36000.0,0,1,2,22.13,2004,0,2812.0,44.6,14.0,0.0
1,13.11,479.0,0,100000.0,1,1,1,22.64,2003,0,4894.0,65.3,12.0,1.0
0,13.68,340.23,0,36000.0,2,1,2,27.2,1989,1,3204.0,53.4,33.0,2.0
0,7.9,750.97,2,106000.0,2,1,2,16.4,1990,0,29580.0,47.0,13.0,4.0
1,13.11,410.57,2,100000.0,2,0,2,2.97,1998,0,10766.0,41.7,18.0,0.0
1,14.33,392.62,0,48464.0,2,1,1,30.58,1998,0,26446.0,48.1,39.0,1.0
1,22.95,851.19,3,100000.0,2,1,2,10.24,1992,0,9773.0,81.4,18.0,1.0
1,18.99,622.45,0,86000.0,2,1,2,24.57,2000,0,12972.0,49.3,29.0,1.0
0,11.55,528.0,0,80000.0,0,1,2,20.63,1984,0,62119.0,69.6,26.0,3.0
0,20.49,737.99,2,218000.0,2,0,6,9.61,2009,1,2846.0,28.2,13.0,0.0
0,18.99,146.61,0,90000.0,1,1,4,23.72,2001,0,7790.0,80.3,20.0,2.0
0,11.99,531.36,0,60000.0,1,0,1,17.38,1997,1,14090.0,90.3,17.0,3.0
1,19.52,482.59,0,85000.0,2,1,2,22.01,1999,0,15711.0,76.3,21.0,4.0
0,15.1,347.15,3,100000.0,0,0,1,9.4,2001,0,15689.0,45.5,51.0,0.0
0,8.99,286.16,3,69800.0,0,1,1,30.69,2003,0,11337.0,76.1,26.0,1.0
1,11.53,616.22,3,70000.0,1,0,1,23.11,1997,0,31211.0,55.3,44.0,4.0
0,13.99,683.46,3,310000.0,0,1,11,5.85,2000,0,18930.0,75.1,16.0,0.0
0,12.99,151.61,3,72000.0,0,1,1,11.8,2006,0,10068.0,74.6,13.0,0.0
0,10.99,425.55,0,65000.0,0,1,2,10.56,2003,0,5608.0,22.0,28.0,3.0
0,7.14,99.01,3,60000.0,0,1,6,5.9,1998,0,15625.0,36.2,12.0,1.8139908160844136
0,8.39,315.17,3,55000.0,0,1,4,21.17,2004,0,5955.0,15.3,28.0,2.0
1,16.99,596.34,3,80000.0,1,0,2,31.07,2001,0,13931.0,91.1,19.0,0.0
0,21.7,456.43,0,65000.0,0,0,9,26.4,2001,0,1751.0,40.7,25.0,0.0
0,11.67,300.82,2,47000.0,0,1,1,28.63,2000,0,3820.0,56.2,26.0,0.0
0,17.57,143.75,3,70000.0,0,0,8,27.07,1999,1,6340.0,52.4,36.0,0.0
0,10.15,310.45,0,66000.0,1,1,2,17.67,2000,0,22849.0,55.5,27.0,4.0
1,18.25,536.13,0,107000.0,1,1,2,11.89,1993,0,26239.0,91.7,20.0,2.0
1,11.53,330.12,0,49400.0,0,1,4,18.27,2004,1,1965.0,12.9,21.0,2.0
0,17.56,366.51,0,85000.0,2,1,4,5.41,2003,1,1742.0,18.5,30.0,5.0
0,13.53,339.5,3,40000.0,2,1,2,26.49,1998,0,11019.0,69.3,13.0,0.0
1,25.78,881.65,3,95200.0,2,0,9,15.3,2006,0,8276.0,20.2,34.0,0.0
0,15.31,334.25,3,84000.0,0,1,1,14.91,1991,1,9778.0,68.9,24.0,0.0
1,15.8,290.55,0,50400.0,2,1,1,25.93,1995,0,28326.0,51.4,34.0,3.0
1,12.99,545.96,0,80000.0,2,0,2,18.23,1994,0,27297.0,76.2,27.0,4.0
0,6.24,366.37,3,62000.0,2,1,1,6.47,2005,1,11568.0,20.0,28.0,0.0
1,9.17,542.91,0,150000.0,0,1,2,14.41,1994,0,28225.0,47.8,28.0,6.0
0,7.9,225.29,0,65000.0,1,1,2,9.32,2003,0,6589.0,15.5,20.0,0.0
0,12.35,600.88,0,63000.0,0,0,2,9.6,2005,0,5868.0,63.8,12.0,1.0
0,17.27,143.15,0,50000.0,1,0,2,23.23,1995,0,18284.0,88.3,15.0,1.0
